
"Report 1"

"CTL_CLAIM_NO","CTL_CLAIM_DATE","CTL_MACHINE_MODEL","CTL_MACHINE_TYPE","CTL_MACHINE_SUBTYPE","CTL_MACHINE_SERIAL","CTL_DELIVERY_DATE","CTL_FAILURE_DATE","CTL_CORRECTED_DATE","CTL_CAUSE_OF_FAILURE","CTL_ETSI","CTL_FC_NO","CLAIM_CATEGORY","BASE_APP_PARTS_AMOUNT","BASE_APP_LABOR_AMOUNT","BASE_APP_MILEAGE_AMOUNT","BASE_APP_OTHER_AMOUNT","BASE_APP_TOTAL_AMOUNT","PARTS_NBR","PARTS_NAME","PARTS_QTY","PARTS_UNIT_PRICE"
"22425  ","20221205","PC200      ","10","M0","        C51556","20220919","20220919","20221128","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","02896-11009         ","O-RING         ","4","0.98"
"22425  ","20221205","PC200      ","10","M0","        C51556","20220919","20220919","20221128","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","07002-12034         ","O-RING         ","4","2.08"
"22425  ","20221205","PC200      ","10","M0","        C51556","20220919","20220919","20221128","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","20Y-62-51681        ","FILTER         ","2","354.19"
"22426  ","20221220","HD785      "," 7","  ","         34040","20220824","20221121","20221121","2B12Z9","               ","T22M076  ","F","61.78","7.09","0","0","68.87","07002-13634         ","O-RING         ","2","2.75"
"22426  ","20221220","HD785      "," 7","  ","         34040","20220824","20221121","20221121","2B12Z9","               ","T22M076  ","F","61.78","7.09","0","0","68.87","07044-13620         ","PLUG           ","2","59.03"
"22427  ","20221212","PC200      ","10","M0","        C51559","20221013","20221013","20221129","602GPJ","               ","C22012   ","F","358.35","7.09","21.6","0","387.04","07002-12034         ","O-RING         ","4","2.08"
"22427  ","20221212","PC200      ","10","M0","        C51559","20221013","20221013","20221129","602GPJ","               ","C22012   ","F","358.35","7.09","21.6","0","387.04","20Y-62-51681        ","FILTER         ","2","354.19"
"22429  ","20221209","HD785      "," 7","  ","         34069","20220825","20221120","20221120","2B12Z9","               ","T22M076  ","F","61.78","7.09","0","0","68.87","07002-13634         ","O-RING         ","2","2.75"
"22429  ","20221209","HD785      "," 7","  ","         34069","20220825","20221120","20221120","2B12Z9","               ","T22M076  ","F","61.78","7.09","0","0","68.87","07044-13620         ","PLUG           ","2","59.03"
"22431  ","20221209","GD555      "," 5","  ","         56193","20200908","20220603","20221027","DW4BMA","AMSMX202206051 ","         ","P","515.87","0","0","0","515.87","23B-61-42140        ","SOLENOID VALVE ","1","515.87"
"22432  ","20221212","PC200      ","10","M0","        C51558","20221014","20221014","20221129","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","02896-11009         ","O-RING         ","4","0.98"
"22432  ","20221212","PC200      ","10","M0","        C51558","20221014","20221014","20221129","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","07002-12034         ","O-RING         ","4","2.08"
"22432  ","20221212","PC200      ","10","M0","        C51558","20221014","20221014","20221129","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","20Y-62-51681        ","FILTER         ","2","354.19"
"22435  ","20221219","PC200      ","10","M0","        C51536","20220810","20220908","20221212","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","02896-11009         ","O-RING         ","4","0.98"
"22435  ","20221219","PC200      ","10","M0","        C51536","20220810","20220908","20221212","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","07002-12034         ","O-RING         ","4","2.08"
"22435  ","20221219","PC200      ","10","M0","        C51536","20220810","20220908","20221212","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","20Y-62-51681        ","FILTER         ","2","354.19"
"22436  ","20221220","PC200      ","10","M0","        C51537","20220822","20220908","20221214","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","02896-11009         ","O-RING         ","4","0.98"
"22436  ","20221220","PC200      ","10","M0","        C51537","20220822","20220908","20221214","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","07002-12034         ","O-RING         ","4","2.08"
"22436  ","20221220","PC200      ","10","M0","        C51537","20220822","20220908","20221214","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","20Y-62-51681        ","FILTER         ","2","354.19"
"22437  ","20221220","PC200      ","10","M0","        C51538","20220810","20220908","20221213","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","02896-11009         ","O-RING         ","4","0.98"
"22437  ","20221220","PC200      ","10","M0","        C51538","20220810","20220908","20221213","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","07002-12034         ","O-RING         ","4","2.08"
"22437  ","20221220","PC200      ","10","M0","        C51538","20220810","20220908","20221213","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","20Y-62-51681        ","FILTER         ","2","354.19"
"22438  ","20221220","PC200      ","10","M0","        C51539","20220822","20220908","20221217","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","02896-11009         ","O-RING         ","4","0.98"
"22438  ","20221220","PC200      ","10","M0","        C51539","20220822","20220908","20221217","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","07002-12034         ","O-RING         ","4","2.08"
"22438  ","20221220","PC200      ","10","M0","        C51539","20220822","20220908","20221217","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","20Y-62-51681        ","FILTER         ","2","354.19"
"22439  ","20221221","PC200      ","10","M0","        C51540","20220826","20220908","20221213","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","02896-11009         ","O-RING         ","4","0.98"
"22439  ","20221221","PC200      ","10","M0","        C51540","20220826","20220908","20221213","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","07002-12034         ","O-RING         ","4","2.08"
"22439  ","20221221","PC200      ","10","M0","        C51540","20220826","20220908","20221213","602GPJ","               ","C22012   ","F","360.31","7.09","0","0","367.4","20Y-62-51681        ","FILTER         ","2","354.19"
"22440  ","20221229","D155A      "," 6","  ","         88075","20201203","20220924","20221121","271CAA","AMSMX202209641 ","         ","X","4,163.02","101.08","54","0","4,318.1","17A-27-00670        ","FLOATING SEAL A","2","932.21"
"22440  ","20221229","D155A      "," 6","  ","         88075","20201203","20220924","20221121","271CAA","AMSMX202209641 ","         ","X","4,163.02","101.08","54","0","4,318.1","17A-27-42490        ","COVER          ","2","1,086.59"
"22440  ","20221229","D155A      "," 6","  ","         88075","20201203","20220924","20221121","271CAA","AMSMX202209641 ","         ","X","4,163.02","101.08","54","0","4,318.1","17A-27-42680        ","COVER          ","2","1,271.43"
"22440  ","20221229","D155A      "," 6","  ","         88075","20201203","20220924","20221121","271CAA","AMSMX202209641 ","         ","X","4,163.02","101.08","54","0","4,318.1","17M-27-00180        ","FLOATING SEAL  ","2","872.79"
"22442  ","20230103","GD535      "," 5","  ","          1559","20210624","20220930","20221123","DBE0MA","AMSMX202210568 ","         ","X","1,405.13","10.64","45.9","0","1,461.67","7821-26-9002        ","CONTROLLER     ","2","1,405.13"
"22443  ","20230109","D85EX      ","15","R ","         21280","20210105","20221004","20221127","GC73AA","AMSMX202210550 ","         ","X","95.67","10.64","2.7","0","109.01","6150-21-3230        ","SEAL           ","2","95.67"
"22445  ","20230117","PC210      ","10","M0","        C04898","20221003","20221003","20221003","DDE2MA","AMSMX202209504 ","         ","W","48.33","10.64","0","7.1","66.07","6744-81-4010        ","SWITCH         ","1","48.33"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","P","1,196.93","0","0","0","1,196.93","01010-61660         ","BOLT           ","2","4.06"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","P","1,196.93","0","0","0","1,196.93","01580-01613         ","NUT            ","2","2.04"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","P","1,196.93","0","0","0","1,196.93","01643-31645         ","WASHER         ","2","1.41"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","P","1,196.93","0","0","0","1,196.93","20Y-62-54560        ","CLAMP          ","4","50.18"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","P","1,196.93","0","0","0","1,196.93","20Y-62-58890        ","BRACKET        ","1","222.84"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","P","1,196.93","0","0","0","1,196.93","2A5-62-13261        ","TUBE           ","1","830.82"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","X","1,269.4","5.32","0","0","1,274.72","01010-61660         ","BOLT           ","2","4.06"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","X","1,269.4","5.32","0","0","1,274.72","01580-01613         ","NUT            ","2","2.04"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","X","1,269.4","5.32","0","0","1,274.72","01643-31645         ","WASHER         ","2","1.41"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","X","1,269.4","5.32","0","0","1,274.72","20Y-62-54560        ","CLAMP          ","4","50.18"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","X","1,269.4","5.32","0","0","1,274.72","20Y-62-58890        ","BRACKET        ","1","222.84"
"22456  ","20230117","PC210      ","10","M0","        C03558","20210914","20221105","20221219","7115AA","AMSMX202211546 ","         ","X","1,269.4","5.32","0","0","1,274.72","2A5-62-13261        ","TUBE           ","1","830.82"
"22457  ","20230117","D85EX      ","15","R ","         21326","20211125","20221114","20221126","0325MA","AMSMX202211563 ","         ","W","96.05","5.32","21.96","0","123.33","195-03-65990        ","CAP            ","2","41.73"
"22457  ","20230117","D85EX      ","15","R ","         21326","20211125","20221114","20221126","0325MA","AMSMX202211563 ","         ","W","96.05","5.32","21.96","0","123.33","SYCG-AF-NACCNK      ","COOLANT 18 LTR ","2","54.32"
"22459  ","20230119","HD785      "," 7","  ","         33670","20220218","20221006","20230116","R100ZA","AMSMX202210558 ","         ","W","117.46","29.26","0","61.49","208.21","561-40-05201        ","SEAL KIT       ","2","83.19"
"22459  ","20230119","HD785      "," 7","  ","         33670","20220218","20221006","20230116","R100ZA","AMSMX202210558 ","         ","W","117.46","29.26","0","61.49","208.21","561-40-63760        ","SEAL           ","2","21.44"
"22459  ","20230119","HD785      "," 7","  ","         33670","20220218","20221006","20230116","R100ZA","AMSMX202210558 ","         ","W","117.46","29.26","0","61.49","208.21","566-40-42580        ","O-RING         ","4","3.12"
"22459  ","20230119","HD785      "," 7","  ","         33670","20220218","20221006","20230116","R100ZA","AMSMX202210558 ","         ","W","117.46","29.26","0","61.49","208.21","566-40-42710        ","WASHER         ","2","6.59"
"22460  ","20230120","HD785      "," 7","  ","         34187","20221216","20221220","20221222","J100ZA","AMSMX202212611 ","         ","W","6,219.71","31.92","0","171.74","6,423.37","705-56-44090        ","PUMP ASS'Y     ","2","6,219.71"
"22463  ","20230123","PC2000     "," 8","  ","         20573","20150129","20220819","20221021","3040FF","AMSMX202208726 ","         ","B","7,401.78","0","0","5,664.39","13,066.17","01643-33080         ","WASHER         ","16","9.56"
"22463  ","20230123","PC2000     "," 8","  ","         20573","20150129","20220819","20221021","3040FF","AMSMX202208726 ","         ","B","7,401.78","0","0","5,664.39","13,066.17","156-70-12250        ","BOLT           ","16","38.23"
"22463  ","20230123","PC2000     "," 8","  ","         20573","20150129","20220819","20221021","3040FF","AMSMX202208726 ","         ","B","7,401.78","0","0","5,664.39","13,066.17","21T-30-00213        ","TRACK ROLLER AS","4","3,509.73"
"22464  ","20230123","HD785      "," 7","  ","         31869","20180206","20220425","20220425","132GAA","AMSMX202207569 ","         ","P","295.61","0","0","0","295.61","07000-75170         ","O-RING         ","1","20.23"
"22464  ","20230123","HD785      "," 7","  ","         31869","20180206","20220425","20220425","132GAA","AMSMX202207569 ","         ","P","295.61","0","0","0","295.61","07012-50125         ","OIL SEAL       ","1","180.75"
"22464  ","20230123","HD785      "," 7","  ","         31869","20180206","20220425","20220425","132GAA","AMSMX202207569 ","         ","P","295.61","0","0","0","295.61","426-15-59180        ","SEAL           ","1","94.63"
"22465  ","20230123","PC3400     ","11","M0","         36302","20220413","20220425","20230113","A630AA","AMSMX202301571 ","         ","P","224.74","0","0","0","224.74","708-25-52861        ","OIL SEAL       ","2","112.37"
"22465  ","20230123","PC3400     ","11","M0","         36302","20220413","20220425","20230113","A630AA","AMSMX202301571 ","         ","W","224.74","0","0","0","224.74","708-25-52861        ","OIL SEAL       ","2","112.37"
"22467  ","20230123","D85EX      ","15","R ","         21325","20210912","20221124","20221207","271CAA","AMSMX202211635B","         ","X","764.09","31.92","10.44","0","806.45","154-27-00020        ","FLOATING SEAL A","2","764.09"
"22468  ","20230123","GD535      "," 5","  ","          1703","20220820","20221126","20230104","7C20AA","AMSMX202212523B","         ","W","56.27","5.32","0","0","61.59","23B-70-72290        ","SEAL           ","2","47.43"
"22468  ","20230123","GD535      "," 5","  ","          1703","20220820","20221126","20230104","7C20AA","AMSMX202212523B","         ","W","56.27","5.32","0","0","61.59","23D-70-52220        ","SHIM          *","2","8.84"
"22469  ","20230125","D85EX      ","15","R ","         21241","20200827","20221012","20221211","3030HA","AMSMX202210580B","         ","F","3,362.53","31.92","17.64","2,480.37","5,892.46","154-30-01012        ","IDLER ASS'Y    ","1","3,362.53"
"22469  ","20230125","D85EX      ","15","R ","         21241","20200827","20221012","20221211","3030HA","AMSMX202210580B","         ","X","3,362.53","31.92","17.64","2,480.37","5,892.46","154-30-01012        ","IDLER ASS'Y    ","1","3,362.53"
"22471  ","20230126","D85EX      ","15","R ","         21326","20211125","20221205","20221219","A601AG","AMSMX202212606 ","         ","X","1,213.98","5.32","0","0","1,219.3","6251-61-1103        ","WATER PUMP     ","2","1,213.98"
"22472  ","20230126","D155A      "," 6","  ","         88044","20200504","20220302","20221125","H1HBCB","AMSMX202210590 ","         ","X","638.16","0","0","617.31","1,255.47","130-63-12761        ","PIN            ","2","9.31"
"22472  ","20230126","D155A      "," 6","  ","         88044","20200504","20220302","20221125","H1HBCB","AMSMX202210590 ","         ","X","638.16","0","0","617.31","1,255.47","707-52-90501        ","BUSHING        ","2","110.5"
"22472  ","20230126","D155A      "," 6","  ","         88044","20200504","20220302","20221125","H1HBCB","AMSMX202210590 ","         ","X","638.16","0","0","617.31","1,255.47","721-98-00500        ","SERVICE KIT    ","2","518.35"
"22473  ","20230127","HD785      "," 7","  ","         34080","20221022","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07002-13634         ","O-RING         ","2","2.95"
"22473  ","20230127","HD785      "," 7","  ","         34080","20221022","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07044-13620         ","PLUG           ","2","63.4"
"22474  ","20230127","HD785      "," 7","  ","         34082","20221023","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07002-13634         ","O-RING         ","2","2.95"
"22474  ","20230127","HD785      "," 7","  ","         34082","20221023","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07044-13620         ","PLUG           ","2","63.4"
"22475  ","20230127","HD785      "," 7","  ","         34085","20221021","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07002-13634         ","O-RING         ","2","2.95"
"22475  ","20230127","HD785      "," 7","  ","         34085","20221021","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07044-13620         ","PLUG           ","2","63.4"
"22476  ","20230127","HD785      "," 7","  ","         34089","20221019","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07002-13634         ","O-RING         ","2","2.95"
"22476  ","20230127","HD785      "," 7","  ","         34089","20221019","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07044-13620         ","PLUG           ","2","63.4"
"22477  ","20230127","HD785      "," 7","  ","         34111","20221023","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07002-13634         ","O-RING         ","2","2.95"
"22477  ","20230127","HD785      "," 7","  ","         34111","20221023","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07044-13620         ","PLUG           ","2","63.4"
"22479  ","20230127","HD785      "," 7","  ","         34119","20221019","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07002-13634         ","O-RING         ","2","2.95"
"22479  ","20230127","HD785      "," 7","  ","         34119","20221019","20230123","20230123","2B12Z9","               ","T22M076  ","F","66.35","7.09","0","0","73.44","07044-13620         ","PLUG           ","2","63.4"
"23015  ","20230403","PC850      "," 8","R1","         70532","20221103","20221114","20230327","8720FA","AMSMX202211549 ","         ","W","632.74","21.28","9","0","663.02","208-979-7520        ","CONDENSER ASS'Y","2","632.74"
"23016  ","20230201","PC210      ","10","M0","        C04898","20221003","20221003","20230109","DDE2MA","AMSMX202209504 ","         ","W","32.93","10.64","0","1.15","44.72","6744-81-4010        ","SWITCH         ","1","35.96"
"23016  ","20230201","PC210      ","10","M0","        C04898","20221003","20221003","20230109","DDE2MA","AMSMX202209504 ","         ","W","35.96","10.64","0","1.15","47.75","6744-81-4010        ","SWITCH         ","1","35.96"
"23018  ","20230201","PC200      "," 8","M0","        C23344","20191017","20221009","20221029","DB40MA","AMSMX202210563 ","         ","P","3,421.96","0","0","0","3,421.96","600-467-3301        ","CONTROLLER ASS'","1","3,421.96"
"23019  ","20230223","D375A      "," 6","R ","         65999","20220819","20221222","20230131","0311AG","AMSMX202212625 ","         ","W","4,640.1","42.56","0","0","4,682.66","17A-03-41220        ","O-RING         ","2","27.56"
"23019  ","20230223","D375A      "," 6","R ","         65999","20220819","20221222","20230131","0311AG","AMSMX202212625 ","         ","W","4,640.1","42.56","0","0","4,682.66","195-03-63115        ","RADIATOR CORE  ","2","4,612.54"
"23022  ","20230205","HD785      "," 7","  ","         34026","20220829","20221107","20230131","0410MC","AMSMX202211551 ","         ","W","386.88","5.32","0","0","392.2","561-06-8A950        ","TRANSMITTER    ","2","386.88"
"23024  ","20230206","D155A      "," 6","  ","         88454","20220522","20221204","20230105","7B11FF","AMSMX202212556 ","         ","W","2,870.85","31.92","26.28","0","2,929.05","17A-61-43210        ","YOKE           ","2","2,870.85"
"23025  ","20230208","PC500LC    ","10","R ","        100490","20220920","20221228","20230124","H161EA","AMSMX202301501 ","         ","W","15,754.24","15.96","0","168.75","15,938.95","707-H1-05920        ","BOOM CYLINDER A","2","15,754.24"
"23028  ","20230213","D155A      "," 6","  ","         88167","20210131","20221216","20230127","A600AG","AMSMX202212609 ","         ","X","1,475.82","31.92","17.64","0","1,525.38","6261-61-1204        ","WATER PUMP     ","1","1,475.82"
"23029  ","20230213","PC210      ","10","M0","        C03152","20210703","20230119","20230202","DDE2MA","AMSMX202301582B","         ","P","35.37","0","0","0","35.37","6271-81-1941        ","SWITCH         ","2","35.37"
"23030  ","20230214","WD600      "," 6","  ","         55204","20220417","20221124","20230202","5700FF","AMSMX202211607 ","         ","W","2,662.07","29.26","0","0","2,691.33","GJ1166395           ","SUSPENSION     ","2","2,662.07"
"23031  ","20230213","PC210      ","10","M0","        C03674","20220420","20230107","20230118","A600ZC","AMSMX202301546 ","         ","W","160.94","15.96","14.4","0","191.3","6754-61-1312        ","WATER PUMP KIT ","1","172.82"
"23031  ","20230213","PC210      ","10","M0","        C03674","20220420","20230107","20230118","A600ZC","AMSMX202301546 ","         ","W","172.82","15.96","14.4","0","203.18","6754-61-1312        ","WATER PUMP KIT ","1","172.82"
"23032  ","20230214","D155A      "," 6","  ","         87733","20200128","20221219","20230206","271CAA","AMSMX202212628 ","         ","P","3,494.88","0","0","0","3,494.88","17A-27-00670        ","FLOATING SEAL A","1","962.55"
"23032  ","20230214","D155A      "," 6","  ","         87733","20200128","20221219","20230206","271CAA","AMSMX202212628 ","         ","P","3,494.88","0","0","0","3,494.88","17A-27-42490        ","COVER          ","1","1,167.06"
"23032  ","20230214","D155A      "," 6","  ","         87733","20200128","20221219","20230206","271CAA","AMSMX202212628 ","         ","P","3,494.88","0","0","0","3,494.88","17A-27-42680        ","COVER          ","1","1,365.27"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","01010-61650         ","BOLT           ","48","3.55"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","01010-E1230         ","BOLT           ","48","2.85"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","01643-31232         ","WASHER         ","48","0.71"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","01643-31645         ","WASHER         ","48","1.41"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","07000-15250         ","O-RING         ","2","12.37"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","07000-15260         ","O-RING         ","2","12.53"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","07012-50115         ","OIL SEAL       ","2","161.68"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","235-22-00020        ","SHIM ASS'Y     ","2","540.51"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","235-22-00080        ","SHIM ASS'Y     ","2","557.35"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","235-22-00090        ","SHIM ASS'Y     ","2","557.35"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","235-22-11120        ","O-RING         ","4","37.67"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","235-22-11930        ","RING           ","4","310.24"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","235-22-31222        ","GASKET         ","2","228.16"
"23033  ","20230220","GD825A     "," 2","  ","         13370","20210823","20220927","20230211","2700PB","AMSMX202210507 ","         ","P","11,441.64","321.86","0","0","11,763.5","235-22-51110        ","CASE           ","2","8,471.39"
"23034  ","20230215","PC160LC    "," 8","  ","         26320","20211210","20220519","20230215","0480MA","AMSMX202205080 ","         ","P","290.75","0","0","1,056.65","1,347.4","206-04-K1116        ","REFUEL PUMP    ","1","290.75"
"23034  ","20230215","PC160LC    "," 8","  ","         26320","20211210","20220519","20230215","0480MA","AMSMX202205080 ","         ","W","290.75","0","0","1,056.65","1,347.4","206-04-K1116        ","REFUEL PUMP    ","1","290.75"
"23035  ","20230216","HD785      "," 7","  ","         33692","20220222","20221028","20230215","R100AA","AMSMX202210653 ","         ","W","111.22","29.26","0","0","140.48","561-40-05201        ","SEAL KIT       ","2","83.19"
"23035  ","20230216","HD785      "," 7","  ","         33692","20220222","20221028","20230215","R100AA","AMSMX202210653 ","         ","W","111.22","29.26","0","0","140.48","561-40-63760        ","SEAL           ","2","21.44"
"23035  ","20230216","HD785      "," 7","  ","         33692","20220222","20221028","20230215","R100AA","AMSMX202210653 ","         ","W","111.22","29.26","0","0","140.48","566-40-42710        ","WASHER         ","2","6.59"
"23036  ","20230215","D155A      "," 6","  ","         88051","20210705","20221220","20230203","5513AA","AMSMX202301505 ","         ","X","5,240.84","15.96","40.68","0","5,297.48","01010-81450         ","BOLT           ","12","4.75"
"23036  ","20230215","D155A      "," 6","  ","         88051","20210705","20221220","20230203","5513AA","AMSMX202301505 ","         ","X","5,240.84","15.96","40.68","0","5,297.48","01643-31445         ","WASHER         ","12","1.26"
"23036  ","20230215","D155A      "," 6","  ","         88051","20210705","20221220","20230203","5513AA","AMSMX202301505 ","         ","X","5,240.84","15.96","40.68","0","5,297.48","17A-54-48133        ","BRACKET        ","2","1,045.61"
"23036  ","20230215","D155A      "," 6","  ","         88051","20210705","20221220","20230203","5513AA","AMSMX202301505 ","         ","X","5,240.84","15.96","40.68","0","5,297.48","17A-54-48143        ","BRACKET        ","2","1,045.61"
"23036  ","20230215","D155A      "," 6","  ","         88051","20210705","20221220","20230203","5513AA","AMSMX202301505 ","         ","X","5,240.84","15.96","40.68","0","5,297.48","17A-54-57480        ","CUSHION        ","4","1,067.03"
"23036  ","20230215","D155A      "," 6","  ","         88051","20210705","20221220","20230203","5513AA","AMSMX202301505 ","         ","X","5,240.84","15.96","40.68","0","5,297.48","17A-54-57490        ","PAD            ","4","489.75"
"23038  ","20230219","D65EX      ","16","  ","         84094","20220704","20230201","20230209","DDE2MA","AMSMX202302502 ","         ","W","35.37","10.64","35.64","0","81.65","6271-81-1941        ","SWITCH         ","1","35.37"
"23039  ","20230222","HD785      "," 7","  ","         33633","20220128","20221210","20230215","R100AA","AMSMX202212613 ","         ","W","117.46","29.26","0","0","146.72","561-40-05201        ","SEAL KIT       ","2","83.19"
"23039  ","20230222","HD785      "," 7","  ","         33633","20220128","20221210","20230215","R100AA","AMSMX202212613 ","         ","W","117.46","29.26","0","0","146.72","561-40-63760        ","SEAL           ","2","21.44"
"23039  ","20230222","HD785      "," 7","  ","         33633","20220128","20221210","20230215","R100AA","AMSMX202212613 ","         ","W","117.46","29.26","0","0","146.72","566-40-42580        ","O-RING         ","4","3.12"
"23039  ","20230222","HD785      "," 7","  ","         33633","20220128","20221210","20230215","R100AA","AMSMX202212613 ","         ","W","117.46","29.26","0","0","146.72","566-40-42710        ","WASHER         ","2","6.59"
"23040  ","20230222","HD785      "," 7","  ","         33560","20220219","20221206","20230221","1300CA","AMSMX202212627 ","         ","W","295.61","29.26","0","0","324.87","07000-75170         ","O-RING         ","2","20.23"
"23040  ","20230222","HD785      "," 7","  ","         33560","20220219","20221206","20230221","1300CA","AMSMX202212627 ","         ","W","295.61","29.26","0","0","324.87","07012-50125         ","OIL SEAL       ","2","180.75"
"23040  ","20230222","HD785      "," 7","  ","         33560","20220219","20221206","20230221","1300CA","AMSMX202212627 ","         ","W","295.61","29.26","0","0","324.87","426-15-59180        ","SEAL           ","2","94.63"
"23041  ","20230222","HD785      "," 7","  ","         33645","20220128","20221113","20230217","R100AA","AMSMX202211544 ","         ","W","117.46","29.26","0","0","146.72","561-40-05201        ","SEAL KIT       ","2","83.19"
"23041  ","20230222","HD785      "," 7","  ","         33645","20220128","20221113","20230217","R100AA","AMSMX202211544 ","         ","W","117.46","29.26","0","0","146.72","561-40-63760        ","SEAL           ","2","21.44"
